Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Hotel_number_reviews,Reviewer_number_reviews,Review_Score,Review,Review_Type
St St Katherines Way Tower Hamlets London E1W 1LD UK,10/3/2015,8.6,The Tower A Guoman Hotel, United Kingdom ,3486,6,9.6, 2pm to park car,Good_review
20 20 28 Bolsover Street Westminster Borough London W1W 5NB UK,12/20/2015,8.1,Grange Fitzrovia Hotel, United Kingdom ,1034,34,9.2, Comfortable and clean room,Good_review
Lakeside Lakeside Way Brent London HA9 0BU UK,8/14/2015,8.8,Hilton London Wembley, United Kingdom ,4305,6,9.6, Booking com payment system Hotel was nice people was nice,Good_review
Oosterdoksstraat Oosterdoksstraat 4 Amsterdam City Center 1011 DK Amsterdam Netherlands,12/12/2016,8.4,DoubleTree by Hilton Amsterdam Centraal Station, United Kingdom ,3911,4,7.5, Nothing Clean friendly hotel,Good_review
68 68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT UK,3/12/2017,8.2,Radisson Blu Edwardian Vanderbilt, United Kingdom ,2665,1,7.9, No bidet or handheld shower Bed comfortable,Good_review
Via Via Senigallia 6 20161 Milan Italy,6/2/2017,8.1,Hotel Da Vinci, Belgium ,16670,6,10.0, Amazing buffet ,Good_review
Strand Strand Westminster Borough London WC2R 0EU UK,2/25/2016,9.4,The Savoy, United Kingdom ,1021,6,9.2, The bar too dark has no windows Swimming pool and gym good,Good_review
Aldwych Aldwych Westminster Borough London WC2B 4DD UK,5/3/2016,8.4,The Waldorf Hilton, United Kingdom ,1479,1,7.1, The bed,Good_review
Via Via Tazzoli 2 Garibaldi Station 20154 Milan Italy,10/22/2015,8.3,AC Hotel Milano a Marriott Lifestyle Hotel, Saudi Arabia ,580,9,7.9, very close to train station,Good_review
3 3 Boulevard Saint Michel 5th arr 75005 Paris France,2/20/2016,8.0,Royal Saint Michel, Turkey ,1193,1,7.1, dining room is very small towels were great,Good_review
151 151 157 City Road Shoreditch Islington London EC1V 1JS UK,4/5/2017,9.1,M by Montcalm Shoreditch London Tech City, United Kingdom ,4802,2,8.3, key cards didn t work twice,Good_review
Hanger Hanger Lane Ealing London W5 3HL UK,10/28/2015,8.5,Hotel 55, United Kingdom ,722,22,9.2, Nothing Staff location,Good_review
South South Quay Marsh Wall Tower Hamlets London E14 9SH UK,12/6/2016,9.0,Hilton London Canary Wharf, United Kingdom ,3040,5,7.1, size of the bed proximity to the undeground,Good_review
10 10 Godliman Street City of London London EC4V 5AJ UK,4/17/2017,8.5,Grange St Paul s Hotel, United Kingdom ,2635,5,8.8, No opening windows  Central location Nice staff,Good_review
Bryanston Bryanston Street Marble Arch Westminster Borough London W1H 7EH UK,11/25/2015,8.5,Amba Hotel Marble Arch, United Kingdom ,3980,1,10.0, clean tidy efficient and friendly staff,Good_review
Herengracht Herengracht 341 Amsterdam City Center 1016 AZ Amsterdam Netherlands,6/23/2016,9.3,Ambassade Hotel, United States of America ,1611,1,10.0, Staff are fantastic ,Good_review
Via Via Fabio Filzi 25 B Central Station 20124 Milan Italy,8/25/2015,8.6,UNA Hotel Century, Netherlands ,2351,49,10.0, Slow Wifi Everything ,Good_review
2 2 Whitehall Court Westminster Borough London SW1A 2EJ UK,10/1/2015,8.9,The Royal Horseguards, Australia ,2007,5,10.0, Location,Good_review
10 10 Godliman Street City of London London EC4V 5AJ UK,4/18/2017,8.5,Grange St Paul s Hotel, United Kingdom ,2635,1,9.2, Great view from our room,Good_review
St St Katherines Way Tower Hamlets London E1W 1LD UK,9/3/2016,8.6,The Tower A Guoman Hotel, Ireland ,3486,3,10.0, Frequent visitor ,Good_review
30 30 John Islip St Westminster Borough London SW1P 4DD UK,10/19/2016,8.5,DoubleTree by Hilton London Westminster, United Kingdom ,3269,1,7.1, Rooms too small for the price,Good_review
2 2 Whitehall Court Westminster Borough London SW1A 2EJ UK,2/1/2016,8.9,The Royal Horseguards, United Kingdom ,2007,1,10.0, Staff were excellent,Good_review
3 3 avenue Mac Mahon 17th arr 75017 Paris France,10/27/2015,8.4,Maison Albar H tel Paris Champs Elys es ex Mac Mahon , United Kingdom ,774,7,9.6, Beautiful hotel in a great location,Good_review
Piazza Piazza Fontana 3 Milan City Center 20122 Milan Italy,4/16/2016,8.6,Rosa Grand Milano Starhotels Collezione, Italy ,4000,18,8.3, Room a bit small Breakfast location,Good_review
1 1 Addington Street Lambeth London SE1 7RY UK,1/26/2017,8.4,Park Plaza County Hall London, United Kingdom ,6117,1,10.0, All excellent  The view and the service ,Good_review
Via Via Manin 7 Milan City Center 20121 Milan Italy,5/20/2017,8.4,Hotel Manin, Australia ,1757,2,8.3, Locations and great building Great room,Good_review
2 2 Bridge Place Victoria Westminster Borough London SW1V 1QA UK,10/13/2015,8.4,DoubleTree by Hilton London Victoria, United Kingdom ,2902,1,9.6, Being upgraded to Deluxe Room,Good_review
153 153 Hammersmith Road Hammersmith and Fulham London W14 0QL UK,9/7/2015,9.0,St Paul s Hotel, Portugal ,812,26,9.6, nothing everything it is an excellent hotel,Good_review
Bergara Bergara 8 Eixample 08002 Barcelona Spain,6/3/2016,8.8,Hotel Pulitzer, India ,1746,3,9.6, a gym was missing the restaurant is fantastic,Good_review
Ronda Ronda Sant Pere 9 Eixample 08010 Barcelona Spain,7/30/2017,9.4,Catalonia Square 4 Sup, Saudi Arabia ,1711,15,10.0, Location excellent Pleasunt stay,Good_review
81 81 103 Euston Street Camden London NW1 2EZ UK,5/29/2016,8.0,TheWesley, United Kingdom ,2347,9,10.0, Excellent stay again,Good_review
Numancia Numancia 74 Les Corts 08029 Barcelona Spain,11/25/2015,8.2,NH Sants Barcelona, Israel ,1122,56,9.6, superb location breakfast,Good_review
Roger Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,12/12/2016,8.9,Negresco Princess 4 Sup, United Kingdom ,2369,3,9.6, Nothing Great staff willing to help ideal location,Good_review
97 97 Cromwell Road Kensington and Chelsea London SW7 4DN UK,1/31/2016,7.8,Holiday Inn London Kensington Forum, United Kingdom ,3867,1,7.5, Small bathroom Empty fridge  The location,Good_review
214 214 rue du Faubourg Saint Honor 8th arr 75008 Paris France,3/29/2017,8.2,H tel Etoile Saint Honor by Happyculture, United Arab Emirates ,762,5,7.9, Price must be less Reception helpful is great,Good_review
20 20 Lavington Street Southwark London SE1 0NZ UK,12/24/2016,9.1,citizenM London Bankside, United Kingdom ,3802,1,10.0, Fridge didn t work  Shower and bed ,Good_review
Llull Llull 340 Sant Mart 08019 Barcelona Spain,1/12/2017,8.3,Vincci Maritimo, Egypt ,2573,2,10.0, Nothing Service and hospitality,Good_review
108 108 Baker Street Westminster Borough London W1U 6LJ UK,10/22/2016,8.2,Park Plaza Sherlock Holmes London, United Kingdom ,1496,1,10.0, Nothing,Good_review
6 6 Frith Street Soho Westminster Borough London W1D 3JA UK,9/13/2015,9.0,Hazlitt s, Germany ,465,1,8.8, friendly and helpfull staff interior,Good_review
1 1 Hamilton Place Park Lane Westminster Borough London W1J 7QY UK,7/28/2016,8.5,InterContinental London Park Lane, United Arab Emirates ,510,23,7.9, Worst room service ever Location,Good_review
22 22 Park Lane Westminster Borough London W1K 1BE UK,11/27/2016,7.8,London Hilton on Park Lane, United Kingdom ,943,1,10.0, Smoked bacon for breakfast,Good_review
Felberstra Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,6/21/2017,7.9,Hotel Mercure Wien Westbahnhof, Australia ,842,3,7.9, convenience and helpful staff,Good_review
Felberstra Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,5/3/2017,7.9,Hotel Mercure Wien Westbahnhof, Thailand ,842,10,8.3, Good locations,Good_review
18 18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France,10/1/2015,8.6,Pullman Paris Tour Eiffel, India ,2764,11,8.3, Attitude of staffs little bit unfriendly Location and facility is good,Good_review
Passeig Passeig de Picasso 26 30 Ciutat Vella 08003 Barcelona Spain,10/15/2015,8.9,K K Hotel Picasso, Italy ,1517,26,10.0, Amazing position Amazing staff Amazing hotel ,Good_review
Diputacion Diputacion 250 Eixample 08007 Barcelona Spain,7/27/2017,8.6,Petit Palace Museum, United Kingdom ,1594,1,8.3, Rooms but outdated decorations Breakfast friendly staff,Good_review
Nieuwe Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,12/12/2016,8.8,NH Collection Amsterdam Doelen, Netherlands ,1251,1,8.3, The staff were helpful and polite,Good_review
Plaza Plaza Espa a 6 8 Sants Montju c 08014 Barcelona Spain,10/8/2015,8.4,Catalonia Barcelona Plaza, Iran ,4527,8,8.8, Location,Good_review
Sonnenhofgasse Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,7/12/2016,8.2,Austria Trend Hotel Ananas Wien, Iran ,4217,1,7.5, nothings location was in front of metro station,Good_review
Jan Jan Luijkenstraat 76 Oud Zuid 1071 CT Amsterdam Netherlands,2/16/2017,8.8,Hotel JL No76, Israel ,914,4,8.3, Beds weren t too comfy  Great staff modern design nice bathroom,Good_review
Via Via Tarchetti 2 Milan City Center 20121 Milan Italy,12/23/2016,8.4,NH Milano Touring, Australia ,4568,5,7.1, No replacement for towels Breakfast,Good_review
41 41 Great Cumberland Place Westminster Borough London W1H 7LG UK,1/9/2017,8.1,Shaftesbury Suites London Marble Arch, United Kingdom ,800,9,8.0, Management terrible  Breakfast staff excellent,Good_review
Fulham Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS UK,9/1/2015,8.2,Millennium Copthorne Hotels at Chelsea Football Club, United Kingdom ,1842,7,7.9, To expensive Great for the footbAll,Good_review
Breite Breite Gasse 9 07 Neubau 1070 Vienna Austria,9/2/2015,8.4,Hotel ViennArt am Museumsquartier, United Kingdom ,2692,5,7.1, No AirCon Horrible Breakfast Expensive The location Staff Room size,Good_review
K K rntner Stra e 22 01 Innere Stadt 1010 Vienna Austria,4/17/2017,8.3,Hotel Ambassador, Saudi Arabia ,1279,9,8.3, Concierge service Location room size,Good_review
2 2 Stanhope Row Park Lane Westminster Borough London W1J 7BS UK,2/17/2017,7.0,Park Lane Mews Hotel, Cyprus ,2061,2,10.0, Excellent Very pleased ,Good_review
65 65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX UK,2/9/2016,9.0,The Piccadilly London West End, United Kingdom ,2298,3,9.2, The bed was very comfortable ,Good_review
Pla Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,9/18/2015,8.5,W Barcelona, United Arab Emirates ,2708,10,9.2, Just amazing,Good_review
Joan Joan Muyskenweg 10 Oost 1096 CJ Amsterdam Netherlands,6/5/2016,8.2,Mercure Hotel Amsterdam City South, United Kingdom ,3568,1,9.6, Having to leave  Great service rooms amazing Loved it,Good_review
Parkring Parkring 12 01 Innere Stadt 1010 Vienna Austria,10/30/2016,9.0,Hotel Am Parkring, Egypt ,2304,38,8.3, Location,Good_review
London London County Hall Westminster Bridge Road Lambeth London SE1 7PB UK,3/26/2016,8.5,London Marriott Hotel County Hall, United States of America ,573,3,9.2, Business center was not functional ,Good_review
35 35 Charles Street Mayfair Westminster Borough London W1J 5EB UK,2/14/2016,9.1,The Chesterfield Mayfair, United Kingdom ,1166,9,9.2, nothing Staff and location,Good_review
33 33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ UK,6/26/2017,8.4,Park Grand London Kensington, Canada ,4660,5,10.0, Everything,Good_review
St St Katherines Way Tower Hamlets London E1W 1LD UK,10/13/2015,8.6,The Tower A Guoman Hotel, United Kingdom ,3486,1,10.0, Nothing Everything,Good_review
16 16 boulevard Haussmann 9th arr 75009 Paris France,12/28/2015,7.9,Paris Marriott Opera Ambassador Hotel, United States of America ,263,11,10.0, Poor fitness room,Good_review
111 111 avenue de la Bourdonnais 7th arr 75007 Paris France,1/19/2016,8.8,H tel de la Bourdonnais, Australia ,1337,2,9.6, no pool location,Good_review
Epping Epping Forest 30 Oak Hill London IG8 9NY UK,7/14/2016,7.5,Best Western PLUS Epping Forest, United Kingdom ,587,30,7.1, Cleanliness of some public areas Quiet woodland outlook Large room,Good_review
Strand Strand Westminster Borough London WC2R 0EU UK,1/2/2016,9.4,The Savoy, United Kingdom ,1021,4,9.6, Expensive Bar and service,Good_review
K K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria,7/15/2017,8.6,Austria Trend Hotel Europa Wien, United States of America ,3221,2,9.6, It was a pleasant stay alltogether,Good_review
Amstelstraat Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,7/21/2016,7.8,Hampshire Hotel Rembrandt Square Amsterdam, Spain ,2591,34,7.5, wifi is very slow comfortable rooms,Good_review
Herrengasse Herrengasse 10 01 Innere Stadt 1010 Vienna Austria,10/10/2015,9.0,Steigenberger Hotel Herrenhof, Romania ,2873,6,10.0, Everithing was perfect,Good_review
20 20 Mercer Street Covent Garden Camden London WC2H 9HD UK,5/22/2017,8.7,Radisson Blu Edwardian Mercer Street, United Kingdom ,1478,2,7.5, Tiny room for the money  Sweets in reception,Good_review
19 19 21 Gt Marlborough St Westminster Borough London W1F 7HL UK,12/10/2015,8.0,Courthouse Hotel London, United Kingdom ,1786,12,9.6, fantastic location great facilities and very comfortable,Good_review
King King William Walk Greenwich London SE10 9JW UK,10/18/2015,8.2,De Vere Devonport House, United Kingdom ,1827,11,8.3, Good size room comfy bed,Good_review
Kattengat Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,3/8/2016,8.0,Renaissance Amsterdam Hotel, Saudi Arabia ,1710,12,10.0, the lobby very small housekeeping is amazing plus staff very supportive,Good_review
2 2 Bridge Place Victoria Westminster Borough London SW1V 1QA UK,1/10/2017,8.4,DoubleTree by Hilton London Victoria, New Zealand ,2902,2,10.0, Location of hotel and the room itself,Good_review
10 10 Rue Kepler 16th arr 75016 Paris France,8/23/2016,9.1,H tel Keppler, United Kingdom ,338,6,9.2, Turn down service could have done more Very comfortable friendly Great design and breakfast,Good_review
Parkring Parkring 12a 01 Innere Stadt 1010 Vienna Austria,11/13/2015,8.2,Vienna Marriott Hotel, Germany ,939,30,8.8, drinks at the bar were ridiculously expensive location was excellent,Good_review
8 8 Place Marguerite de Navarre 1st arr 75001 Paris France,8/8/2015,8.4,Novotel Paris Les Halles, Thailand ,2398,7,10.0, Limited choice of eggs in the morning Great staff ,Good_review
Gran Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,11/27/2016,8.5,Acta Atrium Palace, Pakistan ,1933,1,9.6, Nothing Everything,Good_review
41 41 54 Buckingham Gate Westminster Borough London SW1E 6AF UK,6/1/2016,8.7,St James Court A Taj Hotel London, United Kingdom ,5394,3,10.0, Enjoyed the stay,Good_review
8 8 10 Queensberry Place Kensington and Chelsea London SW7 2EA UK,11/7/2016,8.4,The Exhibitionist Hotel, United Kingdom ,1708,1,10.0, Loved it Cool and quirky,Good_review
South South Quay Marsh Wall Tower Hamlets London E14 9SH UK,5/20/2017,9.0,Hilton London Canary Wharf, United Kingdom ,3040,27,10.0, Location ,Good_review
Pasteurgasse Pasteurgasse 1 09 Alsergrund 1090 Vienna Austria,1/1/2016,8.7,Hotel Palais Strudlhof, United Kingdom ,1356,2,10.0, Had a very comfortable stay ,Good_review
17 17 Rue Du Cotentin 15th arr 75015 Paris France,9/13/2015,8.1,Novotel Paris Centre Gare Montparnasse, United Kingdom ,1363,1,10.0, leaving Location staff and price ,Good_review
Boquer Boquer a 10 Ciutat Vella 08002 Barcelona Spain,5/5/2017,8.5,Petit Palace Boqueria Garden, United Kingdom ,3602,3,10.0, Pillows need looking at Rooms great shower excellent,Good_review
Oosterdoksstraat Oosterdoksstraat 4 Amsterdam City Center 1011 DK Amsterdam Netherlands,2/15/2016,8.4,DoubleTree by Hilton Amsterdam Centraal Station, Cura ao ,3911,7,8.8, Good Location,Good_review
68 68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT UK,1/13/2016,8.2,Radisson Blu Edwardian Vanderbilt, United Kingdom ,2665,4,9.6, Nothing Everything,Good_review
33 33 Rue Cambon 1st arr 75001 Paris France,6/5/2016,8.7,Castille Paris Starhotels Collezione, Philippines ,808,2,10.0, N a The breakfast the location the service,Good_review
30 30 John Islip St Westminster Borough London SW1P 4DD UK,5/8/2017,8.5,DoubleTree by Hilton London Westminster, United Kingdom ,3269,3,10.0, Very clean ,Good_review
Delflandlaan Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,12/17/2015,8.7,Best Western Premier Hotel Couture, Slovenia ,8177,4,10.0, Good price performance ,Good_review
2 2 Bridge Place Victoria Westminster Borough London SW1V 1QA UK,2/16/2016,8.4,DoubleTree by Hilton London Victoria, United Kingdom ,2902,3,7.5, Location,Good_review
Riudarenes Riudarenes 7 Ciutat Vella 08002 Barcelona Spain,9/26/2016,9.4,The Wittmore Adults Only, United Kingdom ,217,1,7.1, The food and atmosphere was awesome,Good_review
Chassestraat Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,5/26/2017,8.9,Chasse Hotel, United Kingdom ,404,1,10.0, Staff everything ,Good_review
350 350 Oxford Street Westminster Borough London W1C 1BY UK,6/16/2016,8.1,Radisson Blu Edwardian Berkshire, Tunisia ,1600,10,8.8, size of the rooms the location,Good_review
Via Via Tommaso Grossi 1 Milan City Center 20121 Milan Italy,5/13/2016,9.1,Park Hyatt Milano, Oman ,428,21,10.0, Location location location,Good_review
252 252 High Holborn Holborn Camden London WC1V 7EN UK,10/15/2016,9.4,Rosewood London, United States of America ,1008,1,9.6, Location class,Good_review
2 2 Wallenberg Place Westminster Borough London W1H 7TN UK,1/30/2017,8.9,The Montcalm Marble Arch, United Kingdom ,2752,1,10.0, Great location and great staff,Good_review
11 11 Rue de l Arcade 8th arr 75008 Paris France,10/11/2016,8.1,Op ra Marigny, Hong Kong ,735,10,8.3, more helpful staff for tour information good location clean n newly renovated,Good_review
Great Great Cumberland Place Westminster Borough London W1H 7DL UK,9/25/2016,7.5,The Cumberland A Guoman Hotel, Bahrain ,5180,2,10.0, The best location ever,Good_review
No No 1 Seething Lane City of London London EC3N 4AX UK,3/20/2016,9.0,Apex City Of London Hotel, Panama ,2750,1,8.3, Ilumination was not enough Location,Good_review
129 129 Bayswater Road London W2 4RJ UK,11/24/2016,7.8,Hilton London Hyde Park, Thailand ,646,15,7.5, Good location next to underground,Good_review
54 54 Queens Gate Kensington and Chelsea London SW7 5JW UK,10/24/2016,8.2,Fifty Four Boutique Hotel, United Kingdom ,684,7,7.9, Limited choice for breakfast but good quality Good size comfortable room ,Good_review
